,Func_ES_groupping  = ESs grouped according to size of impariment in adults as follows,,,,,,from 12D,,,,,,,PKU GROUP,,,,,,CONTROL GROUP,,,,ES,,,,,,,PKU group ,,,CONTROLS,,,,,,
418,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2007 off diet,2007,Perceptual judgement Task,accuracy,accuracy,Shape matching - % correct,A single object displayed and ppts were required to match it to one of two objects,,,98.2000,2.8400,25.0000,1285.6800,,,98.6000,2.0200,45.0000,,0.16,,-1,-0.20,,1,,,,,,,2,Within 1 month,off diet,Within 1 month,
420,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2007 off diet,2007,Perceptual judgement Task,speed,speed,Shape matching - Speed per item ,A single object displayed and ppts were required to match it to one of two objects,,,0.8700,0.2000,25.0000,1285.6800,,,0.8200,0.2600,45.0000,,-0.22,,1,-0.19,,1,,,,,,,2,Within 1 month,off diet,Within 1 month,
211,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Antisaccade task,accuracy,accuracy,Inhibitory Error,,,,12.1000,11.5000,26.0000,423.8000,339.0000,,8.9000,7.6000,25.0000,,,,1,-0.41,,1,,11.2,3.1,,11.3,3.4,,,,,
212,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Antisaccade task,speed,speed,Inhibitory RT,,,,392.0000,77.0000,26.0000,423.8000,339.0000,,353.0000,65.0000,25.0000,,,,1,-0.59,,1,,11.2,3.1,,11.3,3.4,,,,,
243,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Christ et al 2006,2006,Flanker task-baseline-accuracy,accuracy,accuracy,baseline Error,,,,5.8000,5.7000,26.0000,423.8000,339.0000,,6.1000,6.5000,25.0000,,,,1,0.05,,1,,,,,,,,,,,
239,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Christ et al 2006,2006,Flanker task-baseline-speed,speed,speed,baseline RT,,,,766.0000,212.0000,26.0000,423.8000,339.0000,,707.0000,211.0000,25.0000,,,,1,-0.28,,1,,11.2,3.1,,11.3,3.4,,,,,
215,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,accuracy,accuracy,Inhibitory Error,,,,7.1000,8.9000,26.0000,423.8000,339.0000,,8.9000,7.5000,25.0000,,,,1,0.24,,1,,11.2,3.1,,11.3,3.4,,,,,
217,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,speed,speed,Inhibitory RT,,,,777.0000,219.0000,26.0000,423.8000,339.0000,,736.0000,231.0000,25.0000,,,,1,-0.17,,1,,11.2,3.1,,11.3,3.4,,,,,
213,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Go-No-Go,accuracy,accuracy,Inhibitory Error,,,,31.7000,17.4000,26.0000,423.8000,339.0000,,25.1000,14.4000,25.0000,,,,1,-0.45,,1,,11.2,3.1,,11.3,3.4,,,,,
214,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Go-No-Go,speed,speed,Inhibitory RT,,,,443.0000,67.0000,26.0000,423.8000,339.0000,,439.0000,79.0000,25.0000,,,,1,-0.05,,1,,11.2,3.1,,11.3,3.4,,,,,
465,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Christ et al 2006,2006,Simple detection-accuracy;,accuracy,accuracy,,,,,2.0000,2.0000,26.0000,423.8000,339.0000,,1.4000,1.8000,25.0000,,,,1,-0.33,,1,,11.2,3.1,,11.3,3.4,,,,,
467,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Christ et al 2006,2006,Simple detection-RT,speed,speed,,,,,335.0000,60.0000,26.0000,423.8000,339.0000,,352.0000,84.0000,25.0000,,,,1,0.20,,1,,11.2,3.1,,11.3,3.4,,,,,
364,Children,Language speed,Language speed,ES_large,Christ et al 2006,2006,Stroop-neutral-accuracy,accuracy,accuracy,Errors,,,,1.1000,2.0000,26.0000,423.8000,339.0000,,1.0000,1.6000,25.0000,,,,1,-0.06,,1,,11.2,3.1,,11.3,3.4,,,,,
367,Children,Language speed,Language speed,ES_large,Christ et al 2006,2006,Stroop-neutral-speed,speed,speed,speed,,,,811.0000,173.0000,26.0000,423.8000,339.0000,,817.0000,207.0000,25.0000,,,,1,0.03,,1,,11.2,3.1,,11.3,3.4,,,,,
319,Children,Verbal STM/WM,Verbal STM/WM,ES_small,Griffiths 1998,1998,N-back task,accuracy,accuracy,2 back - accuracy,,,,64.5500,7.5400,11.0000,388.0000,127.0000,,63.2000,16.9000,11.0000,,,,-1,0.08,,1,,8.83,1.7,,8.8,1.7,,,,,
321,Children,Verbal STM/WM,Verbal STM/WM,ES_small,Griffiths 1998,1998,N-back task,accuracy,accuracy,One back ,,,,72.1800,7.1700,11.0000,388.0000,127.0000,,69.7000,10.5000,11.0000,,,,-1,0.23,,1,,8.83,1.7,,8.8,1.7,,,,,
320,Children,Verbal STM/WM,Verbal STM/WM,ES_small,Griffiths 1998,1998,N-back task,speed,speed,2 back -RT,,,,509.0000,72.0000,11.0000,388.0000,127.0000,,481.0000,14.0000,11.0000,,,,1,-1.92,,1,,8.83,1.7,,8.8,1.7,,,,,
322,Children,Verbal STM/WM,Verbal STM/WM,ES_small,Griffiths 1998,1998,N-back task,speed,speed,One back ,,,,499.0000,81.0000,11.0000,388.0000,127.0000,,462.0000,92.0000,11.0000,,,,1,-0.39,,1,,8.83,1.7,,8.8,1.7,,,,,
548,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,ANT identification of facial emotions-% err,accuracy,accuracy,ANT identification of facial emotions - % Errors,,,,5.7000,3.1000,56.0000,657.0000,,,4.6000,2.5000,53.0000,,-0.39,,1,-0.44,,1,,,,,,,1,Since birth,-,Soon after birth,
549,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,ANT identification of facial emotions-RT,speed,speed,ANT identification of facial emotions - RT,,,,874.0000,182.0000,56.0000,657.0000,,,796.0000,157.0000,53.0000,,-0.46,,1,-0.49,,1,,,,,,,1,Since birth,-,Soon after birth,
403,Adults,Visual STM/WM,Visual STM/WM,ES_large,Jahja et al 2016/2017,2017,Feature integration-accuracy,accuracy,accuracy,Feature integration - N Errors,,,,4.5000,2.6000,57.0000,655.0000,,,3.9000,2.6000,57.0000,,-0.23,,1,-0.23,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
404,Adults,Visual STM/WM,Visual STM/WM,ES_large,Jahja et al 2016/2017,2017,Feature integration-RT,speed,speed,Feature integration - RT,,,,1705.0000,457.0000,57.0000,655.0000,,,1539.0000,318.0000,57.0000,,-0.42,,1,-0.52,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
450,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Jahja et al 2016/2017,2017,Memory search-high load-N err,accuracy,accuracy,Memory search 2 dimension task - high memory load - N Errors,,,,10.3000,6.6000,57.0000,655.0000,,,9.2000,8.0000,57.0000,,-0.15,,1,-0.14,,1,,,,,,,1,Since birth,-,Soon after birth,
439,Adults,Visual spatial attention speed,Visual spatial attention speed,,Jahja et al 2016/2017,2017,Memory search-high load-RT,speed,speed,Memory search 2 dimension task - high memory load - RT,,,,2144.0000,570.0000,57.0000,655.0000,,,1875.0000,418.0000,57.0000,,-0.54,,1,-0.64,,1,,,,,,,1,Since birth,-,Soon after birth,
451,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Jahja et al 2016/2017,2017,Memory search-low load-N err,accuracy,accuracy,Memory search 2 dimension task - Low memory load  - N Errors,,,,1.7000,2.4000,57.0000,655.0000,,,1.7000,2.2000,57.0000,,0.00,,1,0.00,,1,,,,,,,1,Since birth,-,Soon after birth,
440,Adults,Visual spatial attention speed,Visual spatial attention speed,,Jahja et al 2016/2017,2017,Memory search-low load-RT,speed,speed,Memory search 2 dimension task - low memory load RT,,,,605.0000,146.0000,57.0000,655.0000,,,549.0000,80.0000,57.0000,,-0.48,,1,-0.70,,1,,,,,,,1,Since birth,-,Soon after birth,
490,Mixed-age,Visuo motor control,Visuo motor control,,Luciana et al 2001,2001,Motor screening task,accuracy,accuracy,Errors,Error,"quickly and accurately touch visual targets that are
presented one at a time on the computer screen",,15.9000,8.5000,18.0000,NA,NA,,14.1000,3.9000,16.0000,,,,1,-0.45,,1,,17.88,2.74,,16.32,2.92,,,,,
491,Mixed-age,Visuo motor control,Visuo motor control,,Luciana et al 2001,2001,Motor screening task,speed,speed,Latency,latency ,,,812.3000,184.1000,18.0000,NA,NA,,796.1000,222.1000,16.0000,,,,1,-0.07,,1,,17.88,2.74,,16.32,2.92,,,,,
183,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Moyle et al 2006,2007,Go-No-Go,accuracy,accuracy,false alarms,,,,33.3000,16.2963,9.0000,1000.0000,775.3500,,19.2000,10.3704,9.0000,,-1.03,,1,-1.29,,1,,,,,,,1,,cont treat,Soon after birth,
184,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Moyle et al 2006,2007,Go-No-Go,speed,speed,RT (only no go),,,,316.0000,35.5556,9.0000,1000.0000,775.3500,,284.0000,15.5556,9.0000,,-1.17,,1,-1.96,,1,,,,,,,--,,cont treat,Early treated,
542,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020; De Felice et al 2018,2020,3 Face Test-Accuracy-N correct,accuracy,accuracy,3 Face Test - Accuracy - N correct,,,,23.1000,2.9000,20.0000,670.0000,,,22.6000,4.8000,25.0000,,-0.13,,-1,0.10,,1,,,,,,,2,Within 1 month,cont treat,Within 1 month,
543,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020; De Felice et al 2018,2020,3 Face Test-Time ,speed,speed,3 Face Test - Time (sec.),,,,5.5000,2.0000,20.0000,670.0000,,,4.5000,1.9000,25.0000,,-0.51,,1,-0.52,,1,,,,,,,2,Within 1 month,cont treat,Within 1 month,
544,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020; De Felice et al 2018,2020,Affect Selection-N correct,accuracy,accuracy,Affect Selection - N correct,,,,18.5000,2.0000,20.0000,670.0000,,,18.2000,2.0000,25.0000,,-0.15,,-1,0.15,,1,,,,,,,2,Within 1 month,cont treat,Within 1 month,
545,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020; De Felice et al 2018,2020,Affect Selection-Time ,speed,speed,Affect Selection - Time (sec.),,,,5.6000,1.2000,20.0000,670.0000,,,4.7000,1.3000,25.0000,,-0.72,,1,-0.68,,1,,,,,,,2,Within 1 month,cont treat,Within 1 month,
327,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2020; De Felice et al 2018,2018,Appreciation of Humour,accuracy,accuracy,Appreciation of Humour Test -  N Errors,,,,2.0000,1.3000,22.0000,751.2000,,,2.2000,1.6000,25.0000,,0.14,,1,0.12,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
328,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2020; De Felice et al 2018,2018,Appreciation of Humour,speed,speed,Appreciation of Humour Test - Time (sec.),,,,91.6000,44.0000,22.0000,751.2000,,,76.9000,23.0000,25.0000,,-0.42,,1,-0.63,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
346,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2018,Block Cyclic Naming,accuracy,accuracy,Block Cyclic Naming - ,overall errors,,,12.8000,9.5000,15.0000,751.2000,,,10.7000,7.1000,24.0000,,-0.25,,1,-0.29,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
360,Adults,Language speed,Language speed,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2018,Block Cyclic Naming,speed,speed,Block cyclic naming -  RT (ms),overall RT,,,704.5000,147.3000,15.0000,751.2000,,,679.0000,143.1000,24.0000,,-0.18,,1,-0.17,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
443,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Choice detection,accuracy,accuracy,Choice Reaction time -  % Errors,,,,0.5000,0.8000,37.0000,720.0000,,,0.4000,0.8000,30.0000,,-0.13,,1,-0.12,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
432,Adults,Visual spatial attention speed,Visual spatial attention speed,,Palermo et al 2017/2020; De Felice et al 2018,2017,Choice detection,speed,speed,Choice Reaction time - RT,,,,307.0000,42.0000,37.0000,720.0000,,,281.0000,31.3000,30.0000,,-0.70,,1,-0.82,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
352,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Colour Naming,accuracy,accuracy,Colour Naming - % Errors,,,,0.1000,0.2000,37.0000,720.0000,,,0.1000,0.2000,30.0000,,0.00,,1,0.00,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
361,Adults,Language speed,Language speed,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Colour Naming,speed,speed,Colour Naming - RT (ms),,,,731.0000,141.8000,37.0000,720.0000,,,617.0000,98.2000,30.0000,,-0.93,,1,-1.15,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
444,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Conjoined search,accuracy,accuracy,Conjanction Search - % Errors,,,,2.4000,2.7000,37.0000,720.0000,,,3.1000,4.4000,30.0000,,0.19,,1,0.16,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
433,Adults,Visual spatial attention speed,Visual spatial attention speed,,Palermo et al 2017/2020; De Felice et al 2018,2017,Conjoined search,speed,speed,Conjoined search - RT,,,,1008.0000,239.7000,37.0000,720.0000,,,841.0000,126.3000,30.0000,,-0.87,,1,-1.31,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
351,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Continuous Naming,accuracy,accuracy,Continulus Picture Naming - Overall % Errors,,,,8.5000,11.0000,30.0000,720.0000,,,7.1000,5.1000,30.0000,,-0.16,,1,-0.27,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
362,Adults,Language speed,Language speed,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Continuous Naming,speed,speed,Continuous Picture Naming - overall RT (ms),,,,897.0000,138.9000,37.0000,720.0000,,,835.0000,175.1000,30.0000,,-0.39,,1,-0.35,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
190,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Continuous Naming-5th-1st pos,accuracy,accuracy,Naming Semantic Interference Task - Difference position 5-1 - % Errors,,,,1.3000,2.0000,37.0000,720.0000,,,1.1000,1.6000,30.0000,,-0.11,,1,-0.12,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
189,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Continuous Naming-5th-1st pos,speed,speed,Naming Semantic Interference Task - Difference position 5-1 - RT,,,,173.0000,94.6000,37.0000,720.0000,,,145.0000,62.9000,30.0000,,-0.35,,1,-0.44,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
446,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Detection w/distractors-accuracy,accuracy,accuracy,Detection with distractors - % Errors,,,,0.8000,1.1000,37.0000,720.0000,,,0.6000,0.6000,30.0000,,-0.23,,1,-0.33,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
435,Adults,Visual spatial attention speed,Visual spatial attention speed,,Palermo et al 2017/2020; De Felice et al 2018,2017,Detection w/distractors-RT,speed,speed,Detection with distractors - RT,,,,438.0000,70.6000,37.0000,720.0000,,,407.0000,72.2000,30.0000,,-0.43,,1,-0.42,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
448,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Feature search-accuracy,accuracy,accuracy,Feature search - % Errors,,,,1.6000,2.6000,37.0000,720.0000,,,2.0000,2.3000,30.0000,,0.16,,1,0.17,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
437,Adults,Visual spatial attention speed,Visual spatial attention speed,,Palermo et al 2017/2020; De Felice et al 2018,2017,Feature search-RT,speed,speed,Feature search - RT,,,,606.0000,167.6000,37.0000,720.0000,,,498.0000,71.7000,30.0000,,-0.84,,1,-1.49,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
247,Adults,EF-Inhibitory control-baseline; Language accuracy,EF-Inhibitory control-baseline; Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2019,Hayling Sentence Completion A-accuracy,accuracy,accuracy,Hayling Sentence Completion Test - Part 2  - N Errors,,,,1.4000,0.6000,22.0000,751.0000,,,1.3000,0.5000,25.0000,25,,-0.18,1,-0.20,0.04,1,,,,,,,,,,,
246,Adults,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2018,Hayling Sentence Completion A-Time ,speed,speed,Hayling Sentence Completion Test Part 2 - Time (sec.) ,,,,24.9000,21.9000,22.0000,751.0000,,,16.0000,7.8000,25.0000,25,,,1,-1.12,1.26,1,,,,,,,,1,Since birth,cont treat,
178,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2018,Hayling Sentence Completion B-accuracy,accuracy,accuracy,Hayling Sentence Completion Test - Part 2  - N Errors,,,,2.4000,1.8000,22.0000,751.2000,,,1.2000,2.6000,25.0000,25,,,1,-0.45,0.21,1,1,,,,,,,1,Since birth,cont treat,Soon after birth
179,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2018,Hayling Sentence Completion B-Time ,speed,speed,Hayling Sentence Completion Test Part 2 - Time (sec.) ,,,,48.0000,37.1000,22.0000,751.2000,,,29.6000,17.0000,25.0000,25,,-0.64,1,-1.06,1.13,1,1,,,,,,,1,Since birth,cont treat,Soon after birth
556,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020; De Felice et al 2018,2020,Identity Test Accuracy-N correct,accuracy,accuracy,Identity Test Accuracy - N correct,,,,21.5000,0.7000,20.0000,670.0000,,,21.4000,1.0000,25.0000,,-0.12,,-1,0.10,,1,,,,,,,2,Within 1 month,cont treat,Within 1 month,
555,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020; De Felice et al 2018,2020,Identity Test-Time ,speed,speed,"Identity Test  - Time (sec,)",,,,2.8000,1.1000,20.0000,670.0000,,,2.2000,0.7000,25.0000,,-0.65,,1,-0.84,,1,,,,,,,2,Within 1 month,cont treat,Within 1 month,
331,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2020; De Felice et al 2018,2018,Inferred meaning-N err,accuracy,accuracy,Comprehension of Inferred meaning Test -  N Errors,,,,1.3000,1.2000,22.0000,751.2000,,,1.2000,1.2000,25.0000,,-0.08,,1,-0.08,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
